id,name,rate_country_id:id
external_rate_city_Puke_Albania,Puke,rate_card.external_rate_country_Albania
external_rate_city_Algiers_Algeria,Algiers,rate_card.external_rate_country_Algeria
external_rate_city_Constantine_Algeria,Constantine,rate_card.external_rate_country_Algeria
external_rate_city_Batna_Algeria,Batna,rate_card.external_rate_country_Algeria
external_rate_city_Setif_Algeria,Setif,rate_card.external_rate_country_Algeria
external_rate_city_Djelfa_Algeria,Djelfa,rate_card.external_rate_country_Algeria
external_rate_city_Annaba_Algeria,Annaba,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Aissa_Algeria,Sidi Aissa,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Bel_Abbes_Algeria,Sidi Bel Abbes,rate_card.external_rate_country_Algeria
external_rate_city_Biskra_Algeria,Biskra,rate_card.external_rate_country_Algeria
external_rate_city_Tebessa_Algeria,Tebessa,rate_card.external_rate_country_Algeria
external_rate_city_Ouargla_Algeria,Ouargla,rate_card.external_rate_country_Algeria
external_rate_city_El_Khroub_Algeria,El Khroub,rate_card.external_rate_country_Algeria
external_rate_city_Tiaret_Algeria,Tiaret,rate_card.external_rate_country_Algeria
external_rate_city_Bejaia_Algeria,Bejaia,rate_card.external_rate_country_Algeria
external_rate_city_Tlemcen_Algeria,Tlemcen,rate_card.external_rate_country_Algeria
external_rate_city_Bir_el_Djir_Algeria,Bir el Djir,rate_card.external_rate_country_Algeria
external_rate_city_Bordj_Bou_Arreridj_Algeria,Bordj Bou Arreridj,rate_card.external_rate_country_Algeria
external_rate_city_Bechar_Algeria,Bechar,rate_card.external_rate_country_Algeria
external_rate_city_Blida_Algeria,Blida,rate_card.external_rate_country_Algeria
external_rate_city_Skikda_Algeria,Skikda,rate_card.external_rate_country_Algeria
external_rate_city_Souk_Ahras_Algeria,Souk Ahras,rate_card.external_rate_country_Algeria
external_rate_city_Chlef_Algeria,Chlef,rate_card.external_rate_country_Algeria
external_rate_city_El_Eulma_Algeria,El Eulma,rate_card.external_rate_country_Algeria
external_rate_city_Bordj_el_Kiffan_Algeria,Bordj el Kiffan,rate_card.external_rate_country_Algeria
external_rate_city_Mostaganem_Algeria,Mostaganem,rate_card.external_rate_country_Algeria
external_rate_city_Touggourt_Algeria,Touggourt,rate_card.external_rate_country_Algeria
external_rate_city_Medea_Algeria,Medea,rate_card.external_rate_country_Algeria
external_rate_city_Tizi_Ouzou_Algeria,Tizi Ouzou,rate_card.external_rate_country_Algeria
external_rate_city_El_Oued_Algeria,El Oued,rate_card.external_rate_country_Algeria
external_rate_city_Laghouat_Algeria,Laghouat,rate_card.external_rate_country_Algeria
external_rate_city_M_Sila_Algeria,M'Sila,rate_card.external_rate_country_Algeria
external_rate_city_Jijel_Algeria,Jijel,rate_card.external_rate_country_Algeria
external_rate_city_Relizane_Algeria,Relizane,rate_card.external_rate_country_Algeria
external_rate_city_Saida_Algeria,Saida,rate_card.external_rate_country_Algeria
external_rate_city_Baraki_Algeria,Baraki,rate_card.external_rate_country_Algeria
external_rate_city_Guelma_Algeria,Guelma,rate_card.external_rate_country_Algeria
external_rate_city_Ghardaia_Algeria,Ghardaia,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Beida_Algeria,Ain Beida,rate_card.external_rate_country_Algeria
external_rate_city_Maghnia_Algeria,Maghnia,rate_card.external_rate_country_Algeria
external_rate_city_Bou_Saada_Algeria,Bou Saada,rate_card.external_rate_country_Algeria
external_rate_city_Mascara_Algeria,Mascara,rate_card.external_rate_country_Algeria
external_rate_city_Khenchela_Algeria,Khenchela,rate_card.external_rate_country_Algeria
external_rate_city_Barika_Algeria,Barika,rate_card.external_rate_country_Algeria
external_rate_city_Messaad_Algeria,Messaad,rate_card.external_rate_country_Algeria
external_rate_city_Aflou_Algeria,Aflou,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Oussera_Algeria,Ain Oussera,rate_card.external_rate_country_Algeria
external_rate_city_Oran_Algeria,Oran,rate_card.external_rate_country_Algeria
external_rate_city_Es_Senia_Algeria,Es Senia,rate_card.external_rate_country_Algeria
external_rate_city_Bab_Ezzouar_Algeria,Bab Ezzouar,rate_card.external_rate_country_Algeria
external_rate_city_Tamanrasset_Algeria,Tamanrasset,rate_card.external_rate_country_Algeria
external_rate_city_Arzew_Algeria,Arzew,rate_card.external_rate_country_Algeria
external_rate_city_Ain_M_Lila_Algeria,Ain M'Lila,rate_card.external_rate_country_Algeria
external_rate_city_Hassi_Bahbah_Algeria,Hassi Bahbah,rate_card.external_rate_country_Algeria
external_rate_city_El_Bayadh_Algeria,El Bayadh,rate_card.external_rate_country_Algeria
external_rate_city_Mohammadia_Algeria,Mohammadia,rate_card.external_rate_country_Algeria
external_rate_city_Khemis_Miliana_Algeria,Khemis Miliana,rate_card.external_rate_country_Algeria
external_rate_city_El_Milia_Algeria,El Milia,rate_card.external_rate_country_Algeria
external_rate_city_Hamma_Bouziane_Algeria,Hamma Bouziane,rate_card.external_rate_country_Algeria
external_rate_city_Chelghoum_el_Aid_Algeria,Chelghoum el Aid,rate_card.external_rate_country_Algeria
external_rate_city_Dar_el_Beida_Algeria,Dar el Beida,rate_card.external_rate_country_Algeria
external_rate_city_Oum_el_Bouaghi_Algeria,Oum el Bouaghi,rate_card.external_rate_country_Algeria
external_rate_city_Sougueur_Algeria,Sougueur,rate_card.external_rate_country_Algeria
external_rate_city_Taher_Algeria,Taher,rate_card.external_rate_country_Algeria
external_rate_city_Birkhadem_Algeria,Birkhadem,rate_card.external_rate_country_Algeria
external_rate_city_Bir_el_Ater_Algeria,Bir el Ater,rate_card.external_rate_country_Algeria
external_rate_city_Khemis_el_Khechna_Algeria,Khemis el Khechna,rate_card.external_rate_country_Algeria
external_rate_city_Merouana_Algeria,Merouana,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Temouchent_Algeria,Ain Temouchent,rate_card.external_rate_country_Algeria
external_rate_city_Cheria_Algeria,Cheria,rate_card.external_rate_country_Algeria
external_rate_city_Tissemsilt_Algeria,Tissemsilt,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Oulmene_Algeria,Ain Oulmene,rate_card.external_rate_country_Algeria
external_rate_city_Sig_Algeria,Sig,rate_card.external_rate_country_Algeria
external_rate_city_Mila_Algeria,Mila,rate_card.external_rate_country_Algeria
external_rate_city_Bouira_Algeria,Bouira,rate_card.external_rate_country_Algeria
external_rate_city_Adrar_Algeria,Adrar,rate_card.external_rate_country_Algeria
external_rate_city_Ksar_el_Boukhari_Algeria,Ksar el Boukhari,rate_card.external_rate_country_Algeria
external_rate_city_Reghaia_Algeria,Reghaia,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Defla_Algeria,Ain Defla,rate_card.external_rate_country_Algeria
external_rate_city_Hadjout_Algeria,Hadjout,rate_card.external_rate_country_Algeria
external_rate_city_Mecheria_Algeria,Mecheria,rate_card.external_rate_country_Algeria
external_rate_city_Bordj_Menaiel_Algeria,Bordj Menaiel,rate_card.external_rate_country_Algeria
external_rate_city_Oued_Rhiou_Algeria,Oued Rhiou,rate_card.external_rate_country_Algeria
external_rate_city_Assi_Bou_Nif_Algeria,Assi Bou Nif,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Djellal_Algeria,Ouled Djellal,rate_card.external_rate_country_Algeria
external_rate_city_Tighenif_Algeria,Tighenif,rate_card.external_rate_country_Algeria
external_rate_city_Rouiba_Algeria,Rouiba,rate_card.external_rate_country_Algeria
external_rate_city_Kolea_Algeria,Kolea,rate_card.external_rate_country_Algeria
external_rate_city_Berrouaghia_Algeria,Berrouaghia,rate_card.external_rate_country_Algeria
external_rate_city_Baba_Hassen_Algeria,Baba Hassen,rate_card.external_rate_country_Algeria
external_rate_city_Meskiana_Algeria,Meskiana,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Touta_Algeria,Ain Touta,rate_card.external_rate_country_Algeria
external_rate_city_Lakhdaria_Algeria,Lakhdaria,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_ech_Chahmi_Algeria,Sidi ech Chahmi,rate_card.external_rate_country_Algeria
external_rate_city_Rouissat_Algeria,Rouissat,rate_card.external_rate_country_Algeria
external_rate_city_El_Attaf_Algeria,El Attaf,rate_card.external_rate_country_Algeria
external_rate_city_Boufarik_Algeria,Boufarik,rate_card.external_rate_country_Algeria
external_rate_city_Azzaba_Algeria,Azzaba,rate_card.external_rate_country_Algeria
external_rate_city_Boudouaou_Algeria,Boudouaou,rate_card.external_rate_country_Algeria
external_rate_city_Oulad_Yaich_Algeria,Oulad Yaich,rate_card.external_rate_country_Algeria
external_rate_city_Morsott_Algeria,Morsott,rate_card.external_rate_country_Algeria
external_rate_city_Frenda_Algeria,Frenda,rate_card.external_rate_country_Algeria
external_rate_city_Ksar_Chellala_Algeria,Ksar Chellala,rate_card.external_rate_country_Algeria
external_rate_city_Ouenza_Algeria,Ouenza,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Sefra_Algeria,Ain Sefra,rate_card.external_rate_country_Algeria
external_rate_city_Akbou_Algeria,Akbou,rate_card.external_rate_country_Algeria
external_rate_city_Zeralda_Algeria,Zeralda,rate_card.external_rate_country_Algeria
external_rate_city_Ras_el_Oued_Algeria,Ras el Oued,rate_card.external_rate_country_Algeria
external_rate_city_Boukadir_Algeria,Boukadir,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_Merane_Algeria,'Ain Merane,rate_card.external_rate_country_Algeria
external_rate_city_Tamalous_Algeria,Tamalous,rate_card.external_rate_country_Algeria
external_rate_city_Djamaa_Algeria,Djamaa,rate_card.external_rate_country_Algeria
external_rate_city_Sour_el_Ghozlane_Algeria,Sour el Ghozlane,rate_card.external_rate_country_Algeria
external_rate_city_Saoula_Algeria,Saoula,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_el_Turk_Algeria,'Ain el Turk,rate_card.external_rate_country_Algeria
external_rate_city_El_Meghaier_Algeria,El Meghaier,rate_card.external_rate_country_Algeria
external_rate_city_Fouka_Algeria,Fouka,rate_card.external_rate_country_Algeria
external_rate_city_Telerghma_Algeria,Telerghma,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Fakroun_Algeria,Ain Fakroun,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_Azel_Algeria,'Ain Azel,rate_card.external_rate_country_Algeria
external_rate_city_Chetouane_Algeria,Chetouane,rate_card.external_rate_country_Algeria
external_rate_city_Oued_Sly_Algeria,Oued Sly,rate_card.external_rate_country_Algeria
external_rate_city_Douera_Algeria,Douera,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Moussa_Algeria,Ouled Moussa,rate_card.external_rate_country_Algeria
external_rate_city_Tindouf_Algeria,Tindouf,rate_card.external_rate_country_Algeria
external_rate_city_Hassi_Messaoud_Algeria,Hassi Messaoud,rate_card.external_rate_country_Algeria
external_rate_city_Miliana_Algeria,Miliana,rate_card.external_rate_country_Algeria
external_rate_city_Beni_Saf_Algeria,Beni Saf,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_Arnat_Algeria,'Ain Arnat,rate_card.external_rate_country_Algeria
external_rate_city_El_Affroun_Algeria,El Affroun,rate_card.external_rate_country_Algeria
external_rate_city_Tadjenanet_Algeria,Tadjenanet,rate_card.external_rate_country_Algeria
external_rate_city_Oued_Fodda_Algeria,Oued Fodda,rate_card.external_rate_country_Algeria
external_rate_city_Boumerdes_Algeria,Boumerdes,rate_card.external_rate_country_Algeria
external_rate_city_Meftah_Algeria,Meftah,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Moussa_Algeria,Sidi Moussa,rate_card.external_rate_country_Algeria
external_rate_city_Metlili_Chaamba_Algeria,Metlili Chaamba,rate_card.external_rate_country_Algeria
external_rate_city_Reguiba_Algeria,Reguiba,rate_card.external_rate_country_Algeria
external_rate_city_El_Golea_Algeria,El Golea,rate_card.external_rate_country_Algeria
external_rate_city_Sebdou_Algeria,Sebdou,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_el_Melh_Algeria,'Ain el Melh,rate_card.external_rate_country_Algeria
external_rate_city_Magra_Algeria,Magra,rate_card.external_rate_country_Algeria
external_rate_city_Guemar_Algeria,Guemar,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Khaled_Algeria,Sidi Khaled,rate_card.external_rate_country_Algeria
external_rate_city_Staoueli_Algeria,Staoueli,rate_card.external_rate_country_Algeria
external_rate_city_Draa_el_Mizan_Algeria,Draa el Mizan,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Tedeles_Algeria,Ain Tedeles,rate_card.external_rate_country_Algeria
external_rate_city_Emir_Abdelkader_Algeria,Emir Abdelkader,rate_card.external_rate_country_Algeria
external_rate_city_Bougara_Algeria,Bougara,rate_card.external_rate_country_Algeria
external_rate_city_Souma_Algeria,Souma,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Beni_Messous_Algeria,Ouled Beni Messous,rate_card.external_rate_country_Algeria
external_rate_city_Oued_Athmenia_Algeria,Oued Athmenia,rate_card.external_rate_country_Algeria
external_rate_city_Collo_Algeria,Collo,rate_card.external_rate_country_Algeria
external_rate_city_Tenes_Algeria,Tenes,rate_card.external_rate_country_Algeria
external_rate_city_Bou_Noura_Algeria,Bou Noura,rate_card.external_rate_country_Algeria
external_rate_city_Hammam_Bou_Hadjar_Algeria,Hammam Bou Hadjar,rate_card.external_rate_country_Algeria
external_rate_city_Kherrata_Algeria,Kherrata,rate_card.external_rate_country_Algeria
external_rate_city_Tebesbest_Algeria,Tebesbest,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Fares_Algeria,Ouled Fares,rate_card.external_rate_country_Algeria
external_rate_city_Hammam_Dalaa_Algeria,Hammam Dalaa,rate_card.external_rate_country_Algeria
external_rate_city_Azazga_Algeria,Azazga,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Lakhdar_Algeria,Sidi Lakhdar,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Taya_Algeria,Ain Taya,rate_card.external_rate_country_Algeria
external_rate_city_Cherchell_Algeria,Cherchell,rate_card.external_rate_country_Algeria
external_rate_city_Takhemaret_Algeria,Takhemaret,rate_card.external_rate_country_Algeria
external_rate_city_Oued_el_Alleug_Algeria,Oued el Alleug,rate_card.external_rate_country_Algeria
external_rate_city_Selmane_Algeria,Selmane,rate_card.external_rate_country_Algeria
external_rate_city_Beni_Tamou_Algeria,Beni Tamou,rate_card.external_rate_country_Algeria
external_rate_city_Beni_Slimane_Algeria,Beni Slimane,rate_card.external_rate_country_Algeria
external_rate_city_Ghazaouet_Algeria,Ghazaouet,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Okba_Algeria,Sidi Okba,rate_card.external_rate_country_Algeria
external_rate_city_Didouche_Mourad_Algeria,Didouche Mourad,rate_card.external_rate_country_Algeria
external_rate_city_El_Arrouch_Algeria,El Arrouch,rate_card.external_rate_country_Algeria
external_rate_city_Timimoun_Algeria,Timimoun,rate_card.external_rate_country_Algeria
external_rate_city_`Ain_el_Hadjel_Algeria,`Ain el Hadjel,rate_card.external_rate_country_Algeria
external_rate_city_Dellys_Algeria,Dellys,rate_card.external_rate_country_Algeria
external_rate_city_Oued_Zenati_Algeria,Oued Zenati,rate_card.external_rate_country_Algeria
external_rate_city_Ain_el_Bya_Algeria,Ain el Bya,rate_card.external_rate_country_Algeria
external_rate_city_Arris_Algeria,Arris,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Bessem_Algeria,Ain Bessem,rate_card.external_rate_country_Algeria
external_rate_city_I-n-Salah_Algeria,I-n-Salah,rate_card.external_rate_country_Algeria
external_rate_city_Nedroma_Algeria,Nedroma,rate_card.external_rate_country_Algeria
external_rate_city_El_Abiodh_Sidi_Cheikh_Algeria,El Abiodh Sidi Cheikh,rate_card.external_rate_country_Algeria
external_rate_city_Bougaa_Algeria,Bougaa,rate_card.external_rate_country_Algeria
external_rate_city_Sidi_Ali_Algeria,Sidi Ali,rate_card.external_rate_country_Algeria
external_rate_city_Remchi_Algeria,Remchi,rate_card.external_rate_country_Algeria
external_rate_city_Hassi_Khelifa_Algeria,Hassi Khelifa,rate_card.external_rate_country_Algeria
external_rate_city_'Ain_Abid_Algeria,'Ain Abid,rate_card.external_rate_country_Algeria
external_rate_city_Draa_Ben_Khedda_Algeria,Draa Ben Khedda,rate_card.external_rate_country_Algeria
external_rate_city_Boghni_Algeria,Boghni,rate_card.external_rate_country_Algeria
external_rate_city_Birtouta_Algeria,Birtouta,rate_card.external_rate_country_Algeria
external_rate_city_Ain_Kercha_Algeria,Ain Kercha,rate_card.external_rate_country_Algeria
external_rate_city_Chabet_el_Ameur_Algeria,Chabet el Ameur,rate_card.external_rate_country_Algeria
external_rate_city_Berriane_Algeria,Berriane,rate_card.external_rate_country_Algeria
external_rate_city_Djendel_Algeria,Djendel,rate_card.external_rate_country_Algeria
external_rate_city_Zemoura_Algeria,Zemoura,rate_card.external_rate_country_Algeria
external_rate_city_El_Idrissia_Algeria,El Idrissia,rate_card.external_rate_country_Algeria
external_rate_city_El_Kseur_Algeria,El Kseur,rate_card.external_rate_country_Algeria
external_rate_city_N'Gaous_Algeria,N'Gaous,rate_card.external_rate_country_Algeria
external_rate_city_Tizi_Gheniff_Algeria,Tizi Gheniff,rate_card.external_rate_country_Algeria
external_rate_city_L'Arbaa_Nait_Irathen_Algeria,L'Arbaa Nait Irathen,rate_card.external_rate_country_Algeria
external_rate_city_Sendjas_Algeria,Sendjas,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Haddaj_Algeria,Ouled Haddaj,rate_card.external_rate_country_Algeria
external_rate_city_Ahmer_el_'Ain_Algeria,Ahmer el 'Ain,rate_card.external_rate_country_Algeria
external_rate_city_Timizart_Algeria,Timizart,rate_card.external_rate_country_Algeria
external_rate_city_Ammi_Moussa_Algeria,Ammi Moussa,rate_card.external_rate_country_Algeria
external_rate_city_Tazmalt_Algeria,Tazmalt,rate_card.external_rate_country_Algeria
external_rate_city_Zighout_Youcef_Algeria,Zighout Youcef,rate_card.external_rate_country_Algeria
external_rate_city_Sabra_Algeria,Sabra,rate_card.external_rate_country_Algeria
external_rate_city_Mouzaia_Algeria,Mouzaia,rate_card.external_rate_country_Algeria
external_rate_city_Ouled_Ben_Abd_el_Kader_Algeria,Ouled Ben Abd el Kader,rate_card.external_rate_country_Algeria
